tweet_id,rating_numerator,rating_denominator,name,stage,date,time,favorite_count,retweet_count,text,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
887517139158093824,14.0,10.0,None,None,2017-07-19,03:39:09,45397,11420,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False
887343217045368832,13.0,10.0,None,None,2017-07-18,16:08:03,33045,10171,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,12.0,10.0,None,None,2017-07-18,00:07:08,29993,5832,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffâ€¦ https://t.co/UgW2xbO7Rg,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.029704700000000007,True
886983233522544640,13.0,10.0,Maya,None,2017-07-17,16:17:36,34475,7601,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False
886736880519319552,13.0,10.0,Mingus,None,2017-07-16,23:58:41,11833,3209,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your helpâ€¦ https://t.co/RipKYZ0T1u",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True
886680336477933568,13.0,10.0,Derek,None,2017-07-16,20:14:00,21999,4363,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441727,False
886366144734445568,12.0,10.0,Roscoe,pupper,2017-07-15,23:25:31,20790,3129,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deeâ€¦ https://t.co/iIu3AF8IWH,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True
885984800019947520,12.0,10.0,Jimbo,None,2017-07-14,22:10:11,32027,6631,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1â€¦ https://t.co/lWeeGBBXmE,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True
885528943205470208,13.0,10.0,Maisey,None,2017-07-13,15:58:47,35311,6286,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True
885167619883638784,13.0,10.0,None,None,2017-07-12,16:03:00,21507,4291,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tonguâ€¦ https://t.co/JMU4y341NB,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True
884562892145688576,13.0,10.0,Kevin,None,2017-07-11,00:00:02,23838,4589,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
884441805382717440,14.0,10.0,None,None,2017-07-10,15:58:53,26481,5533,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (Iâ€¦ https://t.co/JkL9KmUt8X",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
883482846933004288,5.0,10.0,Bella,None,2017-07-08,00:28:19,45059,9721,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True
883117836046086144,13.0,10.0,None,None,2017-07-07,00:17:54,36463,6526,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
882992080364220416,13.0,10.0,Rusty,None,2017-07-06,15:58:11,23496,3839,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False
882762694511734784,12.0,10.0,Gus,pupper,2017-07-06,00:46:41,27761,4812,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True
882627270321602560,13.0,10.0,Stanley,None,2017-07-05,15:48:34,27410,5952,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (â€¦ https://t.co/KoU1kxPBcn,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,13.0,10.0,Alfy,None,2017-07-04,16:01:23,44096,11353,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy ðŸ‡ºðŸ‡¸ https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True
881666595344535552,13.0,10.0,Gary,None,2017-07-03,00:11:11,49640,10446,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True
881268444196462592,12.0,10.0,Elliot,None,2017-07-01,21:49:04,22654,5070,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrateâ€¦ https://t.co/J4Q5YjzLH0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False
880872448815771648,12.0,10.0,None,None,2017-06-30,19:35:32,20867,3740,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only pleaâ€¦ https://t.co/1nxJLhk0Sd,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,12.0,10.0,Bella,None,2017-06-29,16:39:47,28003,6146,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True
880221127280381952,12.0,10.0,Jesse,None,2017-06-29,00:27:25,26546,4128,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
879862464715927552,13.0,10.0,Romeo,None,2017-06-28,00:42:13,21913,3430,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True
879492040517615616,12.0,10.0,Bailey,None,2017-06-27,00:10:17,22998,3116,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False
879376492567855104,12.0,10.0,Jack,None,2017-06-26,16:31:08,16471,3054,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily getâ€¦ https://t.co/RqUrIisQta,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True
879050749262655488,11.0,10.0,Steven,None,2017-06-25,18:56:45,22138,4629,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1â€¦ https://t.co/ffTAMZt2n7,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False
878281511006478336,13.0,10.0,Shadow,None,2017-06-23,16:00:04,7601,1267,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out belowâ€¦ https://t.co/5HuiInQveF",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
878057613040115712,14.0,10.0,Emmy,None,2017-06-23,01:10:23,41278,6694,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True
877736472329191424,13.0,10.0,Aja,None,2017-06-22,03:54:17,78260,18728,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True
877556246731214848,12.0,10.0,Penny,None,2017-06-21,15:58:08,22327,3739,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enâ€¦ https://t.co/rc53DmRHwK,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False
877201837425926144,12.0,10.0,Nelly,None,2017-06-20,16:29:50,26654,5482,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congraâ€¦ https://t.co/kVwm88J6Yr,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True
876838120628539392,12.0,10.0,Ginger,pupper,2017-06-19,16:24:33,20327,3278,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug paâ€¦ https://t.co/zuDk9mBEMO,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True
876484053909872640,13.0,10.0,Benedict,None,2017-06-18,16:57:37,18440,2358,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duâ€¦ https://t.co/ccBFQU5UWO,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True
876120275196170240,13.0,10.0,Venti,None,2017-06-17,16:52:05,27443,4608,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scrâ€¦ https://t.co/9NqZV4WwyX",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True
875747767867523072,13.0,10.0,Goose,None,2017-06-16,16:11:53,24768,4218,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will stealâ€¦ https://t.co/XRwtpQiJ15",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True
875144289856114688,13.0,10.0,Nugget,None,2017-06-15,00:13:52,21559,4847,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 wâ€¦ https://t.co/wK0pt8Cnck,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False
875021211251597312,12.0,10.0,None,None,2017-06-14,16:04:48,25047,4644,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True
874680097055178752,12.0,10.0,Cash,None,2017-06-13,17:29:20,27353,4567,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True
874296783580663808,13.0,10.0,Jed,pupper,2017-06-12,16:06:11,25624,4042,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,True,Miniature Poodle,0.277191,True,Toy Poodle,0.157402,True
874057562936811520,12.0,10.0,None,None,2017-06-12,00:15:36,22297,3902,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thanâ€¦ https://t.co/0MXV9ZDhS5",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001,True,Black-And-Tan Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
874012996292530176,13.0,10.0,Sebastian,puppo,2017-06-11,21:18:31,34016,10253,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.â€¦ https://t.co/jonYjPNmYx",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True
873213775632977920,12.0,10.0,Sierra,pupper,2017-06-09,16:22:42,7129,1564,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra belowâ€¦ https://t.co/CWPYZJvjrI,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake Bay Retriever,0.0126763,True
872967104147763200,12.0,10.0,None,doggo,2017-06-09,00:02:31,26943,5346,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10â€¦ https://t.co/8rpIJr9sAC,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,True,Chesapeake Bay Retriever,0.174145,True,German Short-Haired Pointer,0.0928614,True
872820683541237760,13.0,10.0,None,None,2017-06-08,14:20:41,14504,3649,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dailâ€¦ https://t.co/M15eX8HhsR",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,True,French Bulldog,0.00055192,True,Bull Mastiff,7.28904e-05,True
872620804844003328,13.0,10.0,Monkey,None,2017-06-08,01:06:27,20503,3648,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,True,Sussex Spaniel,0.159088,True,Standard Poodle,0.149509,True
872486979161796608,12.0,10.0,None,None,2017-06-07,16:14:40,40096,8927,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it togeâ€¦ https://t.co/xFWhrdMuTh,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
870804317367881728,11.0,10.0,None,None,2017-06-03,00:48:22,33240,6161,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off aâ€¦ https://t.co/oZ7H2eO79W,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Home Theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False
870374049280663552,13.0,10.0,Zoey,None,2017-06-01,20:18:38,81851,26066,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental sâ€¦ https://t.co/6SWu4xkvDk,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001,True,Great Pyrenees,0.0992784,True,Labrador Retriever,0.0326213,True
869772420881756160,13.0,10.0,Dewey,None,2017-05-31,04:27:59,42020,9989,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True
869227993411051520,13.0,10.0,Gizmo,None,2017-05-29,16:24:37,20288,3774,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wouâ€¦ https://t.co/2lERR4Uoyt,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
868622495443632128,13.0,10.0,None,None,2017-05-28,00:18:35,26549,5291,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107,True,Great Pyrenees,0.060973,True,Saint Bernard,0.0334889,True
868552278524837888,12.0,10.0,Cooper,None,2017-05-27,19:39:34,10060,2097,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your helpâ€¦ https://t.co/0xI8JbHfLa,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151,True,Italian Greyhound,0.275935,True,American Staffordshire Terrier,0.0949906,True
867900495410671616,12.0,10.0,None,None,2017-05-26,00:29:37,24049,4179,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thankâ€¦ https://t.co/DI5BnH6c3G",https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True
867051520902168576,13.0,10.0,None,None,2017-05-23,16:16:06,32086,7881,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Tâ€¦ https://t.co/Qk5Xvus2gJ",https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
866686824827068416,12.0,10.0,Lili,None,2017-05-22,16:06:55,19258,3491,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puâ€¦ https://t.co/PSJxrMtzCu,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-Coated Retriever,0.0613141,True
865718153858494464,13.0,10.0,Boomer,None,2017-05-19,23:57:46,25573,5646,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extâ€¦ https://t.co/EzSWgvFLSD",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador Retriever,0.126073,True
865359393868664832,13.0,10.0,Sammy,None,2017-05-19,00:12:11,26424,5030,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Bleâ€¦ https://t.co/SOuLinJPxm,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.832435,True,Labrador Retriever,0.163551,True,Weimaraner,0.00277025,True
865006731092295680,13.0,10.0,Nelly,None,2017-05-18,00:50:50,27949,7728,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchaâ€¦ https://t.co/PkOCMFCY5U,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True
864873206498414592,14.0,10.0,None,None,2017-05-17,16:00:15,32253,8752,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/â€¦ https://t.co/0ryaeQJlsv,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False
