tweet_id,rating_numerator,rating_denominator,name,stage,date,time
877201837425926144,12,10,Nelly,None,2017-06-20 00:00:00,2019-01-21 16:29:50
876838120628539392,12,10,Ginger,pupper,2017-06-19 00:00:00,2019-01-21 16:24:33
876537666061221889,14,10,None,None,2017-06-18 00:00:00,2019-01-21 20:30:39
876484053909872640,13,10,Benedict,None,2017-06-18 00:00:00,2019-01-21 16:57:37
876120275196170240,13,10,Venti,None,2017-06-17 00:00:00,2019-01-21 16:52:05
875747767867523072,13,10,Goose,None,2017-06-16 00:00:00,2019-01-21 16:11:53
875144289856114688,13,10,Nugget,None,2017-06-15 00:00:00,2019-01-21 00:13:52
875097192612077568,13,10,None,None,2017-06-14 00:00:00,2019-01-21 21:06:43
875021211251597312,12,10,None,None,2017-06-14 00:00:00,2019-01-21 16:04:48
874680097055178752,12,10,Cash,None,2017-06-13 00:00:00,2019-01-21 17:29:20
874296783580663808,13,10,Jed,pupper,2017-06-12 00:00:00,2019-01-21 16:06:11
874057562936811520,12,10,None,None,2017-06-12 00:00:00,2019-01-21 00:15:36
874012996292530176,13,10,Sebastian,puppo,2017-06-11 00:00:00,2019-01-21 21:18:31
873580283840344065,13,10,None,None,2017-06-10 00:00:00,2019-01-21 16:39:04
873213775632977920,12,10,Sierra,pupper,2017-06-09 00:00:00,2019-01-21 16:22:42
872967104147763200,12,10,None,doggo,2017-06-09 00:00:00,2019-01-21 00:02:31
872820683541237760,13,10,None,None,2017-06-08 00:00:00,2019-01-21 14:20:41
872620804844003328,13,10,Monkey,None,2017-06-08 00:00:00,2019-01-21 01:06:27
872486979161796608,12,10,None,None,2017-06-07 00:00:00,2019-01-21 16:14:40
872261713294495745,13,10,Harry,None,2017-06-07 00:00:00,2019-01-21 01:19:32
872122724285648897,12,10,Kody,None,2017-06-06 00:00:00,2019-01-21 16:07:15
871879754684805121,13,10,Lassie,None,2017-06-06 00:00:00,2019-01-21 00:01:46
871762521631449091,12,10,Rover,pupper,2017-06-05 00:00:00,2019-01-21 16:15:56
871515927908634625,12,10,Napolean,doggo,2017-06-04 00:00:00,2019-01-21 23:56:03
871102520638267392,14,10,None,doggo,2017-06-03 00:00:00,2019-01-21 20:33:19
871032628920680449,13,10,Boomer,None,2017-06-03 00:00:00,2019-01-21 15:55:36
870804317367881728,11,10,None,None,2017-06-03 00:00:00,2019-01-21 00:48:22
870726314365509632,10,10,None,None,2017-06-02 00:00:00,2019-01-21 19:38:25
870656317836468226,13,10,Cody,None,2017-06-02 00:00:00,2019-01-21 15:00:16
870374049280663552,13,10,Zoey,None,2017-06-01 00:00:00,2019-01-21 20:18:38
870308999962521604,13,10,Rumble,None,2017-06-01 00:00:00,2019-01-21 16:00:09
870063196459192321,14,10,Clifford,None,2017-05-31 00:00:00,2019-01-21 23:43:25
869772420881756160,13,10,Dewey,None,2017-05-31 00:00:00,2019-01-21 04:27:59
869702957897576449,13,10,Stanley,None,2017-05-30 00:00:00,2019-01-21 23:51:58
869596645499047938,12,10,Scout,doggo,2017-05-30 00:00:00,2019-01-21 16:49:31
869227993411051520,13,10,Gizmo,None,2017-05-29 00:00:00,2019-01-21 16:24:37
868880397819494401,14,10,Walter,None,2017-05-28 00:00:00,2019-01-21 17:23:24
868622495443632128,13,10,None,None,2017-05-28 00:00:00,2019-01-21 00:18:35
868552278524837888,12,10,Cooper,None,2017-05-27 00:00:00,2019-01-21 19:39:34
867900495410671616,12,10,None,None,2017-05-26 00:00:00,2019-01-21 00:29:37
867774946302451713,13,10,Harold,None,2017-05-25 00:00:00,2019-01-21 16:10:44
867421006826221569,12,10,Shikha,puppo,2017-05-24 00:00:00,2019-01-21 16:44:18
867051520902168576,13,10,None,None,2017-05-23 00:00:00,2019-01-21 16:16:06
866720684873056260,13,10,None,None,2017-05-22 00:00:00,2019-01-21 18:21:28
866686824827068416,12,10,Lili,None,2017-05-22 00:00:00,2019-01-21 16:06:55
866450705531457537,13,10,Jamesy,pupper,2017-05-22 00:00:00,2019-01-21 00:28:40
866334964761202691,12,10,Coco,None,2017-05-21 00:00:00,2019-01-21 16:48:45
865718153858494464,13,10,Boomer,None,2017-05-19 00:00:00,2019-01-21 23:57:46
865359393868664832,13,10,Sammy,None,2017-05-19 00:00:00,2019-01-21 00:12:11
865006731092295680,13,10,Nelly,None,2017-05-18 00:00:00,2019-01-21 00:50:50
864873206498414592,14,10,None,None,2017-05-17 00:00:00,2019-01-21 16:00:15
864279568663928832,12,10,Meatball,None,2017-05-16 00:00:00,2019-01-21 00:41:21
864197398364647424,13,10,Paisley,None,2017-05-15 00:00:00,2019-01-21 19:14:50
863907417377173506,13,10,Albus,None,2017-05-15 00:00:00,2019-01-21 00:02:33
863553081350529029,13,10,Neptune,None,2017-05-14 00:00:00,2019-01-21 00:34:33
863432100342583297,12,10,Belle,None,2017-05-13 00:00:00,2019-01-21 16:33:49
863427515083354112,12,10,None,None,2017-05-13 00:00:00,2019-01-21 16:15:35
863079547188785154,14,10,None,None,2017-05-12 00:00:00,2019-01-21 17:12:53
863062471531167744,13,10,Quinn,None,2017-05-12 00:00:00,2019-01-21 16:05:02
862831371563274240,13,10,Zooey,None,2017-05-12 00:00:00,2019-01-21 00:46:44
862722525377298433,11,10,Dave,None,2017-05-11 00:00:00,2019-01-21 17:34:13
862457590147678208,13,10,Jersey,None,2017-05-11 00:00:00,2019-01-21 00:01:27
862096992088072192,13,10,None,None,2017-05-10 00:00:00,2019-01-21 00:08:34
861383897657036800,13,10,Hobbes,None,2017-05-08 00:00:00,2019-01-21 00:54:59
861288531465048066,13,10,None,None,2017-05-07 00:00:00,2019-01-21 18:36:02
861005113778896900,12,10,Burt,None,2017-05-06 00:00:00,2019-01-21 23:49:50
860563773140209665,13,10,Lorenzo,None,2017-05-05 00:00:00,2019-01-21 18:36:06
860524505164394496,13,10,Carl,None,2017-05-05 00:00:00,2019-01-21 16:00:04
860276583193509888,12,10,Jordy,None,2017-05-04 00:00:00,2019-01-21 23:34:55
860184849394610176,14,10,None,None,2017-05-04 00:00:00,2019-01-21 17:30:24
859924526012018688,12,10,Milky,None,2017-05-04 00:00:00,2019-01-21 00:15:58
859851578198683649,13,10,Trooper,None,2017-05-03 00:00:00,2019-01-21 19:26:06
859607811541651456,13,10,None,puppo,2017-05-03 00:00:00,2019-01-21 03:17:27
859196978902773760,12,10,None,None,2017-05-02 00:00:00,2019-01-21 00:04:57
859074603037188101,13,10,None,None,2017-05-01 00:00:00,2019-01-21 15:58:40
858843525470990336,13,10,None,doggo,2017-05-01 00:00:00,2019-01-21 00:40:27
858471635011153920,13,10,Sophie,None,2017-04-30 00:00:00,2019-01-21 00:02:42
858107933456039936,12,10,Wyatt,None,2017-04-28 00:00:00,2019-01-21 23:57:28
857989990357356544,12,10,Rosie,None,2017-04-28 00:00:00,2019-01-21 16:08:49
857746408056729600,13,10,Thor,None,2017-04-28 00:00:00,2019-01-21 00:00:54
857393404942143489,13,10,None,None,2017-04-27 00:00:00,2019-01-21 00:38:11
857263160327368704,13,10,Oscar,None,2017-04-26 00:00:00,2019-01-21 16:00:39
857214891891077121,12,10,None,None,2017-04-26 00:00:00,2019-01-21 12:48:51
857029823797047296,12,10,Zeke,None,2017-04-26 00:00:00,2019-01-21 00:33:27
856543823941562368,12,10,Callie,None,2017-04-24 00:00:00,2019-01-21 16:22:16
856526610513747968,14,10,None,None,2017-04-24 00:00:00,2019-01-21 15:13:52
856288084350160898,14,10,None,None,2017-04-23 00:00:00,2019-01-21 23:26:03
856282028240666624,14,10,Cermet,None,2017-04-23 00:00:00,2019-01-21 23:01:59
855862651834028034,420,10,None,None,2017-04-22 00:00:00,2019-01-21 19:15:32
855860136149123072,666,10,None,None,2017-04-22 00:00:00,2019-01-21 19:05:32
855857698524602368,13,10,None,None,2017-04-22 00:00:00,2019-01-21 18:55:51
855851453814013952,13,10,None,doggoNoneNonepuppo,2017-04-22 00:00:00,2019-01-21 18:31:02
855818117272018944,13,10,None,None,2017-04-22 00:00:00,2019-01-21 16:18:34
855459453768019968,12,10,None,None,2017-04-21 00:00:00,2019-01-21 16:33:22
854732716440526848,12,10,Marlee,None,2017-04-19 00:00:00,2019-01-21 16:25:34
854482394044301312,13,10,Arya,None,2017-04-18 00:00:00,2019-01-21 23:50:52
854365224396361728,13,10,Einstein,None,2017-04-18 00:00:00,2019-01-21 16:05:17
854120357044912130,14,10,None,pupper,2017-04-17 00:00:00,2019-01-21 23:52:16
854010172552949760,11,10,None,doggoflooferNoneNone,2017-04-17 00:00:00,2019-01-21 16:34:26
853760880890318849,12,10,Alice,None,2017-04-17 00:00:00,2019-01-21 00:03:50
853639147608842240,13,10,None,None,2017-04-16 00:00:00,2019-01-21 16:00:07
853299958564483072,13,10,Rumpole,None,2017-04-15 00:00:00,2019-01-21 17:32:18
852912242202992640,12,10,Benny,None,2017-04-14 00:00:00,2019-01-21 15:51:39
852672615818899456,12,10,Aspen,None,2017-04-13 00:00:00,2019-01-21 23:59:28
852553447878664193,13,10,Jarod,None,2017-04-13 00:00:00,2019-01-21 16:05:56
852311364735569921,13,10,Wiggles,None,2017-04-13 00:00:00,2019-01-21 00:03:59
852226086759018497,14,10,General,None,2017-04-12 00:00:00,2019-01-21 18:25:07
852189679701164033,12,10,Sailor,None,2017-04-12 00:00:00,2019-01-21 16:00:27
851591660324737024,11,10,None,None,2017-04-11 00:00:00,2019-01-21 00:24:08
851464819735769094,14,10,Iggy,None,2017-04-10 00:00:00,2019-01-21 16:00:07
851224888060895234,13,10,Snoop,None,2017-04-10 00:00:00,2019-01-21 00:06:42
850753642995093505,11,10,Kyle,None,2017-04-08 00:00:00,2019-01-21 16:54:09
850380195714523136,13,10,Leo,None,2017-04-07 00:00:00,2019-01-21 16:10:12
850333567704068097,13,10,None,None,2017-04-07 00:00:00,2019-01-21 13:04:55
850145622816686080,11,10,Riley,None,2017-04-07 00:00:00,2019-01-21 00:38:06
850019790995546112,12,10,Boomer,pupper,2017-04-06 00:00:00,2019-01-21 16:18:05
849776966551130114,12,10,None,None,2017-04-06 00:00:00,2019-01-21 00:13:11
849412302885593088,12,10,Noosh,None,2017-04-05 00:00:00,2019-01-21 00:04:08
849336543269576704,11,10,None,None,2017-04-04 00:00:00,2019-01-21 19:03:06
849051919805034497,13,10,Kevin,None,2017-04-04 00:00:00,2019-01-21 00:12:06
848690551926992896,12,10,None,None,2017-04-03 00:00:00,2019-01-21 00:16:10
848324959059550208,12,10,Odin,None,2017-04-02 00:00:00,2019-01-21 00:03:26
848213670039564288,11,10,None,None,2017-04-01 00:00:00,2019-01-21 16:41:12
848212111729840128,6,10,Jerry,None,2017-04-01 00:00:00,2019-01-21 16:35:01
847962785489326080,10,10,Georgie,None,2017-04-01 00:00:00,2019-01-21 00:04:17
847842811428974592,12,10,Rontu,None,2017-03-31 00:00:00,2019-01-21 16:07:33
847617282490613760,13,10,None,None,2017-03-31 00:00:00,2019-01-21 01:11:22
847606175596138505,12,10,Cannon,None,2017-03-31 00:00:00,2019-01-21 00:27:14
847251039262605312,12,10,Furzey,None,2017-03-30 00:00:00,2019-01-21 00:56:03
847157206088847362,11,10,Daisy,None,2017-03-29 00:00:00,2019-01-21 18:43:12
847116187444137987,11,10,None,None,2017-03-29 00:00:00,2019-01-21 16:00:12
846874817362120707,13,10,Tuck,None,2017-03-29 00:00:00,2019-01-21 00:01:05
846514051647705089,13,10,Barney,doggo,2017-03-28 00:00:00,2019-01-21 00:07:32
846505985330044928,11,10,None,None,2017-03-27 00:00:00,2019-01-21 23:35:28
846153765933735936,13,10,Vixen,None,2017-03-27 00:00:00,2019-01-21 00:15:53
846139713627017216,13,10,None,None,2017-03-26 00:00:00,2019-01-21 23:20:02
846042936437604353,12,10,Jarvis,None,2017-03-26 00:00:00,2019-01-21 16:55:29
845812042753855489,13,10,None,None,2017-03-26 00:00:00,2019-01-21 01:38:00
845677943972139009,12,10,None,None,2017-03-25 00:00:00,2019-01-21 16:45:08
845397057150107648,13,10,Mimosa,doggo,2017-03-24 00:00:00,2019-01-21 22:08:59
845306882940190720,12,10,Pickles,pupper,2017-03-24 00:00:00,2019-01-21 16:10:40
844979544864018432,13,10,None,None,2017-03-23 00:00:00,2019-01-21 18:29:57
844973813909606400,12,10,Brady,None,2017-03-23 00:00:00,2019-01-21 18:07:10
844704788403113984,13,10,Luna,None,2017-03-23 00:00:00,2019-01-21 00:18:10
844580511645339650,11,10,Charlie,None,2017-03-22 00:00:00,2019-01-21 16:04:20
844223788422217728,12,10,Margo,None,2017-03-21 00:00:00,2019-01-21 16:26:50
843981021012017153,13,10,None,None,2017-03-21 00:00:00,2019-01-21 00:22:10
843856843873095681,12,10,Sadie,None,2017-03-20 00:00:00,2019-01-21 16:08:44
843604394117681152,11,10,Hank,None,2017-03-19 00:00:00,2019-01-21 23:25:35
843235543001513987,13,10,Tycho,None,2017-03-18 00:00:00,2019-01-21 22:59:54
842846295480000512,13,10,Charlie,None,2017-03-17 00:00:00,2019-01-21 21:13:10
842765311967449089,12,10,Indie,None,2017-03-17 00:00:00,2019-01-21 15:51:22
842535590457499648,13,10,Winnie,None,2017-03-17 00:00:00,2019-01-21 00:38:32
842163532590374912,12,10,George,None,2017-03-16 00:00:00,2019-01-21 00:00:07
842115215311396866,12,10,Bentley,None,2017-03-15 00:00:00,2019-01-21 20:48:07
841680585030541313,12,10,Penny,None,2017-03-14 00:00:00,2019-01-21 16:01:03
841439858740625411,14,10,None,None,2017-03-14 00:00:00,2019-01-21 00:04:30
841320156043304961,12,10,None,None,2017-03-13 00:00:00,2019-01-21 16:08:50
841314665196081154,13,10,Max,None,2017-03-13 00:00:00,2019-01-21 15:47:01
841077006473256960,12,10,Dawn,None,2017-03-13 00:00:00,2019-01-21 00:02:39
840698636975636481,10,10,None,None,2017-03-11 00:00:00,2019-01-21 22:59:09
840696689258311684,10,10,None,None,2017-03-11 00:00:00,2019-01-21 22:51:24
840632337062862849,12,10,Maddie,None,2017-03-11 00:00:00,2019-01-21 18:35:42
840370681858686976,13,10,None,None,2017-03-11 00:00:00,2019-01-21 01:15:58
840268004936019968,12,10,Monty,None,2017-03-10 00:00:00,2019-01-21 18:27:58
839990271299457024,13,10,Sojourner,None,2017-03-10 00:00:00,2019-01-21 00:04:21
839549326359670784,12,10,Winston,None,2017-03-08 00:00:00,2019-01-21 18:52:12
839239871831150596,13,10,Odie,None,2017-03-07 00:00:00,2019-01-21 22:22:32
838952994649550848,13,10,None,None,2017-03-07 00:00:00,2019-01-21 03:22:35
838921590096166913,13,10,Arlo,None,2017-03-07 00:00:00,2019-01-21 01:17:48
838561493054533637,13,10,Walter,None,2017-03-06 00:00:00,2019-01-21 01:26:54
838476387338051585,13,10,Stanley,None,2017-03-05 00:00:00,2019-01-21 19:48:43
838150277551247360,182,10,None,None,2017-03-04 00:00:00,2019-01-21 22:12:52
838085839343206401,15,10,None,None,2017-03-04 00:00:00,2019-01-21 17:56:49
838083903487373313,13,10,Daisy,None,2017-03-04 00:00:00,2019-01-21 17:49:08
837820167694528512,12,10,None,pupper,2017-03-04 00:00:00,2019-01-21 00:21:08
837482249356513284,13,10,Waffles,None,2017-03-03 00:00:00,2019-01-21 01:58:22
837471256429613056,12,10,Vincent,None,2017-03-03 00:00:00,2019-01-21 01:14:41
837366284874571778,13,10,Lucy,None,2017-03-02 00:00:00,2019-01-21 18:17:34
837110210464448512,13,10,Clark,pupper,2017-03-02 00:00:00,2019-01-21 01:20:01
836989968035819520,12,10,Mookie,None,2017-03-01 00:00:00,2019-01-21 17:22:13
836753516572119041,12,10,Meera,doggo,2017-03-01 00:00:00,2019-01-21 01:42:39
836677758902222849,11,10,Oliver,None,2017-02-28 00:00:00,2019-01-21 20:41:37
836380477523124226,12,10,Ava,pupper,2017-02-28 00:00:00,2019-01-21 01:00:19
836260088725786625,13,10,Lucy,None,2017-02-27 00:00:00,2019-01-21 17:01:56
836001077879255040,13,10,None,None,2017-02-26 00:00:00,2019-01-21 23:52:43
835574547218894849,11,10,Eli,None,2017-02-25 00:00:00,2019-01-21 19:37:50
835297930240217089,12,10,Ash,None,2017-02-25 00:00:00,2019-01-21 01:18:40
835264098648616962,12,10,Lola,None,2017-02-24 00:00:00,2019-01-21 23:04:14
835246439529840640,960,0,None,None,2017-02-24 00:00:00,2019-01-21 21:54:03
835172783151792128,12,10,None,None,2017-02-24 00:00:00,2019-01-21 17:01:22
835152434251116546,0,10,None,None,2017-02-24 00:00:00,2019-01-21 15:40:31
834931633769889797,12,10,Tucker,None,2017-02-24 00:00:00,2019-01-21 01:03:08
834786237630337024,13,10,Tobi,None,2017-02-23 00:00:00,2019-01-21 15:25:23
834574053763584002,13,10,None,doggo,2017-02-23 00:00:00,2019-01-21 01:22:14
834458053273591808,12,10,Chester,None,2017-02-22 00:00:00,2019-01-21 17:41:18
834209720923721728,12,10,Wilson,None,2017-02-22 00:00:00,2019-01-21 01:14:30
834167344700198914,11,10,Sunshine,None,2017-02-21 00:00:00,2019-01-21 22:26:07
834089966724603904,10,10,None,doggo,2017-02-21 00:00:00,2019-01-21 17:18:39
834086379323871233,12,10,Lipton,None,2017-02-21 00:00:00,2019-01-21 17:04:24
833863086058651648,12,10,Bentley,None,2017-02-21 00:00:00,2019-01-21 02:17:06
833826103416520705,13,10,Charlie,None,2017-02-20 00:00:00,2019-01-21 23:50:09
833722901757046785,13,10,Bronte,None,2017-02-20 00:00:00,2019-01-21 17:00:04
833479644947025920,13,10,Poppy,None,2017-02-20 00:00:00,2019-01-21 00:53:27
833124694597443584,12,10,Gidget,pupper,2017-02-19 00:00:00,2019-01-21 01:23:00
832998151111966721,13,10,Rhino,doggo,2017-02-18 00:00:00,2019-01-21 17:00:10
832757312314028032,13,10,Willow,None,2017-02-18 00:00:00,2019-01-21 01:03:09
832682457690300417,13,10,None,None,2017-02-17 00:00:00,2019-01-21 20:05:43
832645525019123713,10,10,None,None,2017-02-17 00:00:00,2019-01-21 17:38:57
832636094638288896,12,10,Orion,None,2017-02-17 00:00:00,2019-01-21 17:01:29
832397543355072512,12,10,Eevee,None,2017-02-17 00:00:00,2019-01-21 01:13:34
832369877331693569,11,10,Charlie,None,2017-02-16 00:00:00,2019-01-21 23:23:38
832273440279240704,14,10,Smiley,doggo,2017-02-16 00:00:00,2019-01-21 17:00:25
832088576586297345,11,15,None,None,2017-02-16 00:00:00,2019-01-21 04:45:50
832032802820481025,12,10,Miguel,doggo,2017-02-16 00:00:00,2019-01-21 01:04:13
831939777352105988,12,10,Emanuel,doggo,2017-02-15 00:00:00,2019-01-21 18:54:34
831926988323639298,12,10,None,None,2017-02-15 00:00:00,2019-01-21 18:03:45
831911600680497154,14,10,Kuyu,None,2017-02-15 00:00:00,2019-01-21 17:02:36
831670449226514432,13,10,Daisy,None,2017-02-15 00:00:00,2019-01-21 01:04:21
831650051525054464,13,10,None,None,2017-02-14 00:00:00,2019-01-21 23:43:18
831552930092285952,13,10,Dutch,None,2017-02-14 00:00:00,2019-01-21 17:17:22
831322785565769729,12,10,Pete,doggo,2017-02-14 00:00:00,2019-01-21 02:02:51
831315979191906304,13,10,None,pupper,2017-02-14 00:00:00,2019-01-21 01:35:49
831309418084069378,12,10,Scooter,None,2017-02-14 00:00:00,2019-01-21 01:09:44
831262627380748289,12,10,Tucker,None,2017-02-13 00:00:00,2019-01-21 22:03:49
830956169170665475,12,10,Reggie,None,2017-02-13 00:00:00,2019-01-21 01:46:03
830583320585068544,13,10,Lilly,None,2017-02-12 00:00:00,2019-01-21 01:04:29
830097400375152640,13,10,Samson,None,2017-02-10 00:00:00,2019-01-21 16:53:37
829861396166877184,12,10,Mia,None,2017-02-10 00:00:00,2019-01-21 01:15:49
829501995190984704,12,10,Leo,None,2017-02-09 00:00:00,2019-01-21 01:27:41
829449946868879360,11,10,None,doggo,2017-02-08 00:00:00,2019-01-21 22:00:52
829374341691346946,13,10,Astrid,doggo,2017-02-08 00:00:00,2019-01-21 17:00:26
829141528400556032,12,10,Malcolm,None,2017-02-08 00:00:00,2019-01-21 01:35:19
829011960981237760,13,10,Dexter,None,2017-02-07 00:00:00,2019-01-21 17:00:28
828770345708580865,13,10,Alfie,None,2017-02-07 00:00:00,2019-01-21 01:00:22
828708714936930305,10,10,Fiona,None,2017-02-06 00:00:00,2019-01-21 20:55:28
828650029636317184,14,10,None,None,2017-02-06 00:00:00,2019-01-21 17:02:17
828409743546925057,12,10,Mutt,None,2017-02-06 00:00:00,2019-01-21 01:07:28
828408677031882754,12,10,Bear,None,2017-02-06 00:00:00,2019-01-21 01:03:14
828381636999917570,14,10,Doobert,doggo,2017-02-05 00:00:00,2019-01-21 23:15:47
828376505180889089,13,10,Beebop,None,2017-02-05 00:00:00,2019-01-21 22:55:23
828372645993398273,12,10,Alexander,None,2017-02-05 00:00:00,2019-01-21 22:40:03
828361771580813312,12,10,None,None,2017-02-05 00:00:00,2019-01-21 21:56:51
828046555563323392,13,10,Sailer,None,2017-02-05 00:00:00,2019-01-21 01:04:17
828011680017821696,11,10,Brutus,None,2017-02-04 00:00:00,2019-01-21 22:45:42
827933404142436356,12,10,Kona,pupper,2017-02-04 00:00:00,2019-01-21 17:34:40
827653905312006145,12,10,Boots,None,2017-02-03 00:00:00,2019-01-21 23:04:02
827600520311402496,13,10,Tucker,None,2017-02-03 00:00:00,2019-01-21 19:31:54
